"index","language","sentimentPolarity","sentimentLabel","usedChars"
"8754","cs","0","neutral","100"
"12643","cs","0","neutral","100"
"15650","cs","0","neutral","100"
"30832","cs","1","positive","100"
"59089","cs","1","positive","100"
"40194","cs","1","positive","100"
"40124","cs","0","neutral","100"
"43877","cs","0","neutral","104"
"8542","cs","0","neutral","100"
"46326","cs","0","neutral","100"
"46358","cs","0","neutral","312"
"35404","cs","-1","negative","100"
"45472","cs","0","neutral","247"
"10057","cs","-1","negative","100"
"61200","cs","0","neutral","100"
"28840","cs","1","positive","174"
"45315","cs","-1","negative","100"
"42908","cs","-1","negative","184"
"927","cs","0","neutral","100"
"19070","cs","1","positive","219"
"61041","cs","0","neutral","118"
"50275","cs","0","neutral","111"
"53428","cs","1","positive","100"
"4356","cs","-1","negative","100"
"11963","cs","0","neutral","440"
"47414","cs","-1","negative","100"
"45800","cs","0","neutral","147"
"65443","cs","1","positive","100"
"9914","cs","1","positive","100"
"18749","cs","0","neutral","100"
"2202","cs","1","positive","100"
"31893","cs","1","positive","100"
"17612","cs","1","positive","100"
"56559","cs","1","positive","100"
"53692","cs","1","positive","122"
"63708","cs","0","neutral","100"
"3395","cs","0","neutral","127"
"18699","cs","-1","negative","128"
"27443","cs","0","neutral","100"
"41999","cs","1","positive","177"
"45146","cs","0","neutral","455"
"25302","cs","1","positive","100"
"43285","cs","-1","negative","100"
"28207","cs","0","neutral","161"
"35475","cs","0","neutral","100"
"30425","cs","0","neutral","100"
"19901","cs","0","neutral","120"
"30267","cs","1","positive","100"
"49045","cs","1","positive","241"
"38776","cs","0","neutral","100"
"24680","cs","0","neutral","100"
"57238","cs","0","neutral","100"
"30298","cs","-1","negative","100"
"61225","cs","1","positive","100"
"20853","cs","0","neutral","261"
"39456","cs","0","neutral","253"
"37221","cs","0","neutral","100"
"43591","cs","1","positive","177"
"6011","cs","0","neutral","284"
"42065","cs","0","neutral","100"
"54243","cs","1","positive","100"
"32698","cs","0","neutral","100"
"26838","cs","0","neutral","100"
"24801","cs","0","neutral","100"
"490","cs","0","neutral","100"
"46493","cs","0","neutral","100"
"3423","cs","0","neutral","100"
"37766","cs","0","neutral","435"
"31155","cs","0","neutral","100"
"18964","cs","0","neutral","100"
"44484","cs","1","positive","141"
"21101","cs","1","positive","100"
"39671","cs","0","neutral","100"
"29152","cs","0","neutral","100"
"29634","cs","0","neutral","100"
"20628","cs","-1","negative","276"
"43416","cs","1","positive","103"
"39283","cs","1","positive","100"
"67871","cs","0","neutral","100"
"28762","cs","1","positive","243"
"14663","cs","0","neutral","100"
"63236","cs","0","neutral","409"
"32967","cs","1","positive","100"
"8689","cs","0","neutral","248"
"66693","cs","1","positive","271"
"51087","cs","1","positive","412"
"45309","cs","0","neutral","100"
"58095","cs","1","positive","100"
"41707","cs","1","positive","305"
"13222","cs","0","neutral","100"
"37398","cs","0","neutral","100"
"3579","cs","1","positive","100"
"47930","cs","1","positive","102"
"29237","cs","0","neutral","138"
"69628","cs","1","positive","100"
"4221","cs","0","neutral","100"
"22374","cs","0","neutral","100"
"6594","cs","-1","negative","100"
"42974","cs","-1","negative","387"
"44222","cs","0","neutral","100"
"18526","cs","0","neutral","100"
"4366","cs","1","positive","100"
"22936","cs","0","neutral","432"
"61903","cs","0","neutral","100"
"19260","cs","1","positive","100"
"57034","cs","1","positive","125"
"42752","cs","-1","negative","100"
"51992","cs","1","positive","100"
"11110","cs","0","neutral","142"
"50394","cs","0","neutral","100"
"422","cs","0","neutral","100"
"42086","cs","0","neutral","100"
"7955","cs","0","neutral","100"
"17755","cs","0","neutral","100"
"50971","cs","1","positive","100"
"44522","cs","1","positive","222"
"23392","cs","1","positive","100"
"33527","cs","0","neutral","223"
"51090","cs","1","positive","170"
"42886","cs","0","neutral","100"
"50060","cs","0","neutral","100"
"55125","cs","0","neutral","100"
"30930","cs","0","neutral","100"
"17450","cs","0","neutral","100"
"37652","cs","1","positive","100"
"62360","cs","1","positive","100"
"2339","cs","-1","negative","100"
"21958","cs","0","neutral","100"
"4714","cs","1","positive","138"
"40634","cs","1","positive","100"
"57788","cs","0","neutral","100"
"3981","cs","0","neutral","100"
"10348","cs","-1","negative","130"
"21871","cs","0","neutral","100"
"24024","cs","0","neutral","100"
"52914","cs","0","neutral","390"
"12094","cs","0","neutral","334"
"15919","cs","-1","negative","100"
"14945","cs","0","neutral","100"
"6846","cs","0","neutral","100"
"36798","cs","1","positive","1041"
"36799","cs","1","positive","100"
"18980","cs","0","neutral","100"
"36864","cs","1","positive","100"
"32378","cs","0","neutral","100"
"25967","cs","0","neutral","100"
"11076","cs","0","neutral","315"
"27197","cs","0","neutral","100"
"49492","cs","1","positive","100"
"16915","cs","0","neutral","100"
"69848","cs","1","positive","100"
"47644","cs","1","positive","100"
"68122","cs","1","positive","338"
"69366","cs","0","neutral","100"
"4215","cs","0","neutral","100"
"20233","cs","1","positive","100"
"60678","cs","1","positive","100"
"38818","cs","1","positive","100"
"3062","cs","1","positive","100"
"13429","cs","0","neutral","100"
"2267","cs","0","neutral","100"
"51446","cs","1","positive","181"
"17000","cs","-1","negative","100"
"42221","cs","-1","negative","101"
"65730","cs","0","neutral","100"
"40090","cs","-1","negative","237"
"32280","cs","1","positive","100"
"18233","cs","0","neutral","100"
"49408","cs","-1","negative","100"
"12628","cs","0","neutral","100"
"65238","cs","1","positive","100"
"3454","cs","-1","negative","100"
"5795","cs","0","neutral","100"
"11618","cs","1","positive","100"
"19300","cs","1","positive","126"
"7071","cs","1","positive","100"
"1042","cs","-1","negative","100"
"25929","cs","0","neutral","100"
"18671","cs","1","positive","156"
"14151","cs","0","neutral","100"
"3921","cs","0","neutral","100"
"46175","cs","0","neutral","100"
"66880","cs","1","positive","160"
"64842","cs","1","positive","280"
"16738","cs","0","neutral","100"
"29599","cs","0","neutral","108"
"21962","cs","0","neutral","100"
"30714","cs","1","positive","100"
"24143","cs","0","neutral","100"
"34288","cs","1","positive","1363"
"41696","cs","1","positive","100"
"14921","cs","0","neutral","100"
"19663","cs","0","neutral","100"
"12360","cs","0","neutral","100"
"56400","cs","1","positive","387"
"39752","cs","0","neutral","100"
"24295","cs","0","neutral","100"
"41382","cs","0","neutral","100"
"44273","cs","0","neutral","100"
"4219","cs","0","neutral","100"
"59635","cs","0","neutral","100"
"22148","cs","0","neutral","100"
"66847","cs","1","positive","292"
"6152","cs","0","neutral","100"
"35734","cs","0","neutral","100"
"6973","cs","1","positive","100"
"52747","cs","0","neutral","100"
"21720","cs","0","neutral","100"
"6681","cs","0","neutral","111"
"56514","cs","0","neutral","100"
"1749","cs","0","neutral","100"
"46992","cs","0","neutral","100"
"68280","cs","0","neutral","100"
"65016","cs","0","neutral","100"
"32266","cs","-1","negative","100"
"56701","cs","1","positive","100"
"16492","cs","0","neutral","100"
"35375","cs","0","neutral","122"
"60220","cs","0","neutral","100"
"27614","cs","0","neutral","100"
"55907","cs","0","neutral","308"
"64285","cs","1","positive","100"
"24678","cs","0","neutral","100"
"24013","cs","1","positive","100"
"22753","cs","0","neutral","100"
"49208","cs","1","positive","100"
"59119","cs","0","neutral","522"
"58684","cs","1","positive","114"
"15717","cs","0","neutral","100"
"23476","cs","0","neutral","100"
"18116","cs","0","neutral","100"
"26168","cs","1","positive","100"
"55797","cs","1","positive","162"
"14578","cs","-1","negative","100"
"58122","cs","1","positive","208"
"11548","cs","1","positive","191"
"70571","cs","1","positive","100"
"19914","cs","1","positive","100"
"38543","cs","1","positive","365"
"61196","cs","1","positive","100"
"43777","cs","0","neutral","100"
"47653","cs","0","neutral","138"
"3645","cs","1","positive","100"
"19913","cs","0","neutral","100"
"28870","cs","-1","negative","100"
"60555","cs","0","neutral","100"
"33249","cs","1","positive","251"
"40810","cs","0","neutral","100"
"66147","cs","1","positive","138"
"58985","cs","1","positive","100"
"49762","cs","1","positive","409"
"65741","cs","0","neutral","100"
"56991","cs","0","neutral","438"
"35935","cs","0","neutral","100"
"15460","cs","1","positive","100"
"30398","cs","1","positive","100"
"8552","cs","1","positive","390"
"17576","cs","1","positive","243"
"46582","cs","1","positive","1015"
"55830","cs","0","neutral","347"
"50157","cs","0","neutral","100"
"6980","cs","0","neutral","100"
"3220","cs","1","positive","107"
"68068","cs","1","positive","147"
"214","cs","0","neutral","100"
"40471","cs","0","neutral","100"
"49678","cs","1","positive","161"
"21816","cs","1","positive","100"
"22940","cs","1","positive","100"
"38623","cs","1","positive","100"
"66902","cs","1","positive","274"
"53201","cs","1","positive","224"
"32322","cs","0","neutral","233"
"28848","cs","1","positive","100"
"47246","cs","-1","negative","134"
"43193","cs","1","positive","100"
"33683","cs","1","positive","112"
"57810","cs","0","neutral","100"
"51732","cs","1","positive","100"
"45796","cs","1","positive","115"
"40314","cs","1","positive","100"
"66465","cs","-1","negative","124"
"15065","cs","1","positive","118"
"9039","cs","0","neutral","100"
"21429","cs","1","positive","100"
"19231","cs","-1","negative","100"
"67111","cs","0","neutral","241"
"8562","cs","0","neutral","100"
"61967","cs","0","neutral","138"
"37522","cs","-1","negative","100"
"39717","cs","1","positive","100"
"61150","cs","1","positive","100"
"30120","cs","1","positive","227"
"21768","cs","0","neutral","100"
"8661","cs","1","positive","100"
"66540","cs","-1","negative","169"
"49447","cs","0","neutral","100"
"14693","cs","0","neutral","131"
"61159","cs","0","neutral","100"
"57084","cs","1","positive","100"
"4348","cs","-1","negative","240"
"58012","cs","1","positive","100"
"6822","cs","0","neutral","100"
"48726","cs","0","neutral","100"
"32343","cs","1","positive","158"
"36586","cs","0","neutral","100"
"30678","cs","-1","negative","100"
"63110","cs","0","neutral","100"
"65586","cs","1","positive","101"
"387","cs","0","neutral","100"
"34948","cs","0","neutral","100"
"69051","cs","0","neutral","100"
"31524","cs","1","positive","100"
"34887","cs","1","positive","100"
"61373","cs","0","neutral","100"
"22755","cs","1","positive","100"
"37178","cs","1","positive","135"
"22771","cs","0","neutral","100"
"57590","cs","1","positive","179"
"66558","cs","1","positive","100"
"45114","cs","1","positive","227"
"5912","cs","0","neutral","100"
"48091","cs","0","neutral","182"
"68956","cs","1","positive","100"
"48850","cs","0","neutral","100"
"3236","cs","1","positive","100"
"5182","cs","1","positive","100"
"56011","cs","1","positive","100"
"22447","cs","-1","negative","100"
"37868","cs","-1","negative","100"
"1585","cs","0","neutral","100"
"66885","cs","1","positive","247"
"29380","cs","-1","negative","190"
"39977","cs","0","neutral","165"
"23351","cs","0","neutral","100"
"28395","cs","0","neutral","100"
"49243","cs","1","positive","203"
"49774","cs","1","positive","100"
"5148","cs","1","positive","100"
"37310","cs","1","positive","100"
"6818","cs","0","neutral","100"
"24685","cs","0","neutral","100"
"11835","cs","0","neutral","100"
"32649","cs","0","neutral","100"
"28093","cs","0","neutral","100"
"36011","cs","0","neutral","100"
"1712","cs","1","positive","100"
"10841","cs","0","neutral","238"
"62812","cs","1","positive","100"
"50994","cs","0","neutral","140"
"39781","cs","1","positive","100"
"240","cs","1","positive","100"
"40351","cs","-1","negative","100"
"47305","cs","1","positive","100"
"60359","cs","1","positive","100"
"50346","cs","1","positive","112"
"69361","cs","0","neutral","100"
"42344","cs","1","positive","215"
"35024","cs","0","neutral","133"
"7039","cs","0","neutral","100"
"61327","cs","1","positive","100"
"9494","cs","0","neutral","100"
"49105","cs","0","neutral","100"
"48732","cs","0","neutral","100"
"66352","cs","1","positive","100"
"21140","cs","0","neutral","100"
"25757","cs","1","positive","100"
"26185","cs","-1","negative","100"
"34894","cs","1","positive","121"
"38235","cs","1","positive","100"
"20994","cs","0","neutral","100"
"46048","cs","1","positive","100"
"47969","cs","0","neutral","125"
"9664","cs","0","neutral","101"
"49935","cs","0","neutral","100"
"52140","cs","1","positive","153"
"67187","cs","0","neutral","100"
"61338","cs","0","neutral","100"
"35025","cs","-1","negative","129"
"6914","cs","1","positive","171"
"37728","cs","0","neutral","100"
"39572","cs","1","positive","100"
"52","cs","1","positive","263"
"60673","cs","0","neutral","100"
"34485","cs","0","neutral","100"
"20461","cs","1","positive","100"
"41638","cs","0","neutral","100"
"4811","cs","-1","negative","100"
"43163","cs","1","positive","100"
"5474","cs","1","positive","100"
"46868","cs","0","neutral","100"
"14099","cs","1","positive","100"
"27199","cs","1","positive","100"
"12125","cs","1","positive","166"
"19326","cs","0","neutral","100"
"25004","cs","0","neutral","100"
"8351","cs","0","neutral","118"
"37237","cs","0","neutral","301"
"35522","cs","1","positive","100"
"27702","cs","-1","negative","100"
"46516","cs","0","neutral","100"
"32471","cs","0","neutral","100"
"8849","cs","0","neutral","100"
"9725","cs","1","positive","100"
"6666","cs","1","positive","117"
"51225","cs","1","positive","100"
"25987","cs","0","neutral","100"
"59928","cs","0","neutral","562"
"67065","cs","1","positive","298"
"36465","cs","0","neutral","100"
"37502","cs","1","positive","100"
"25971","cs","0","neutral","100"
"60832","cs","0","neutral","100"
"27308","cs","0","neutral","100"
"60687","cs","0","neutral","318"
"38960","cs","0","neutral","100"
"63285","cs","1","positive","100"
"39013","cs","1","positive","100"
"58754","cs","0","neutral","100"
"18995","cs","0","neutral","150"
"14845","cs","0","neutral","100"
"64750","cs","0","neutral","100"
"36143","cs","-1","negative","100"
"40683","cs","0","neutral","100"
"18452","cs","1","positive","100"
"57365","cs","0","neutral","100"
"70324","cs","1","positive","100"
"58383","cs","1","positive","100"
"70342","cs","0","neutral","100"
"39356","cs","1","positive","100"
"7738","cs","0","neutral","100"
"44835","cs","1","positive","188"
"37701","cs","1","positive","189"
"46009","cs","0","neutral","100"
"33502","cs","0","neutral","100"
"19696","cs","-1","negative","109"
"10192","cs","1","positive","577"
"5173","cs","1","positive","100"
"55842","cs","1","positive","100"
"56191","cs","-1","negative","100"
"2795","cs","1","positive","130"
"5724","cs","0","neutral","100"
"61436","cs","0","neutral","100"
"15253","cs","1","positive","198"
"62905","cs","0","neutral","100"
"9288","cs","0","neutral","100"
"25722","cs","0","neutral","100"
"46924","cs","1","positive","314"
"41773","cs","1","positive","132"
"22416","cs","1","positive","100"
"23598","cs","0","neutral","100"
"63779","cs","1","positive","158"
"67651","cs","1","positive","270"
"20985","cs","0","neutral","100"
"18145","cs","0","neutral","100"
"1078","cs","1","positive","100"
"21752","cs","0","neutral","275"
"7192","cs","1","positive","100"
"13092","cs","1","positive","100"
"64631","cs","0","neutral","100"
"16349","cs","0","neutral","100"
"48282","cs","1","positive","452"
"33098","cs","0","neutral","100"
"2362","cs","0","neutral","100"
"63015","cs","0","neutral","100"
"4475","cs","0","neutral","100"
"70500","cs","0","neutral","100"
"35190","cs","1","positive","117"
"51339","cs","1","positive","483"
"62944","cs","1","positive","207"
"55703","cs","0","neutral","354"
"65945","cs","1","positive","100"
"48640","cs","0","neutral","100"
"17048","cs","1","positive","100"
"21016","cs","0","neutral","100"
"48503","cs","1","positive","144"
"32196","cs","1","positive","100"
"12572","cs","0","neutral","100"
"12945","cs","1","positive","100"
"34432","cs","0","neutral","317"
"18292","cs","0","neutral","100"
"45191","cs","0","neutral","100"
"63456","cs","0","neutral","100"
"36621","cs","1","positive","100"
"47698","cs","-1","negative","100"
"7761","cs","1","positive","136"
"20306","cs","1","positive","100"
"26978","cs","1","positive","100"
"43868","cs","-1","negative","100"
"20317","cs","0","neutral","221"
"33284","cs","0","neutral","589"
"69432","cs","1","positive","100"
"45041","cs","1","positive","100"
"56765","cs","0","neutral","100"
"28908","cs","0","neutral","100"
"44863","cs","1","positive","100"
"9214","cs","0","neutral","100"
"47100","cs","0","neutral","436"
"12241","cs","0","neutral","100"
"24317","cs","0","neutral","100"
"30914","cs","1","positive","100"
"52281","cs","1","positive","171"
"33575","cs","0","neutral","100"
"22585","cs","0","neutral","100"
"21864","cs","0","neutral","100"
"32903","cs","0","neutral","100"
"32484","cs","0","neutral","100"
"8711","cs","1","positive","100"
"665","cs","0","neutral","311"
"38284","cs","0","neutral","100"
"51754","cs","1","positive","100"
"23202","cs","0","neutral","100"
"944","cs","1","positive","100"
"61791","cs","0","neutral","100"
"32160","cs","1","positive","100"
"45282","cs","1","positive","111"
"69771","cs","0","neutral","100"
"27553","cs","0","neutral","100"
"37235","cs","1","positive","163"
"30397","cs","0","neutral","100"
"40906","cs","1","positive","167"
"39132","cs","0","neutral","273"
"56364","cs","1","positive","100"
"39533","cs","1","positive","100"
"40123","cs","1","positive","100"
"40934","cs","-1","negative","100"
"36230","cs","1","positive","100"
"30849","cs","0","neutral","100"
"50645","cs","-1","negative","116"
"40966","cs","1","positive","100"
"25024","cs","0","neutral","100"
"64023","cs","1","positive","185"
"10968","cs","1","positive","126"
"33329","cs","1","positive","100"
"64930","cs","1","positive","100"
"24668","cs","1","positive","100"
"62245","cs","1","positive","100"
"23710","cs","0","neutral","100"
"67715","cs","-1","negative","116"
"13370","cs","0","neutral","100"
"12860","cs","1","positive","100"
"47341","cs","1","positive","100"
"15504","cs","0","neutral","100"
"3565","cs","1","positive","100"
"59574","cs","1","positive","100"
"56257","cs","0","neutral","100"
"42142","cs","0","neutral","343"
"43742","cs","1","positive","100"
"3639","cs","0","neutral","100"
"13994","cs","1","positive","100"
"64552","cs","0","neutral","100"
"20681","cs","1","positive","100"
"9919","cs","1","positive","107"
"66757","cs","1","positive","261"
"36599","cs","-1","negative","173"
"59229","cs","1","positive","178"
"61862","cs","0","neutral","100"
"11689","cs","1","positive","100"
"70700","cs","1","positive","166"
"36315","cs","1","positive","100"
"816","cs","1","positive","100"
"57471","cs","1","positive","100"
"17752","cs","1","positive","100"
"8634","cs","0","neutral","165"
"16382","cs","0","neutral","100"
"66974","cs","1","positive","209"
"3399","cs","1","positive","100"
"39654","cs","0","neutral","100"
"69017","cs","0","neutral","100"
"41201","cs","1","positive","100"
"51123","cs","0","neutral","100"
"62853","cs","1","positive","249"
"26038","cs","0","neutral","100"
"2064","cs","0","neutral","100"
"22429","cs","1","positive","100"
"31100","cs","1","positive","100"
"59770","cs","-1","negative","139"
"1466","cs","1","positive","100"
"18963","cs","0","neutral","100"
"32932","cs","1","positive","188"
"70521","cs","0","neutral","100"
"48357","cs","1","positive","179"
"58457","cs","1","positive","321"
"56039","cs","1","positive","161"
"28374","cs","0","neutral","774"
"46637","cs","1","positive","100"
"46906","cs","1","positive","133"
"59456","cs","0","neutral","100"
"10442","cs","0","neutral","100"
"666","cs","1","positive","450"
"61191","cs","1","positive","100"
"12885","cs","1","positive","160"
"5846","cs","1","positive","100"
"8530","cs","0","neutral","149"
"36450","cs","1","positive","100"
"49221","cs","-1","negative","147"
"27571","cs","0","neutral","154"
"19157","cs","1","positive","100"
"13283","cs","0","neutral","136"
"13152","cs","0","neutral","100"
"45122","cs","0","neutral","253"
"65652","cs","0","neutral","100"
"6394","cs","1","positive","166"
"9851","cs","0","neutral","100"
"53001","cs","-1","negative","100"
"40762","cs","0","neutral","100"
"49856","cs","0","neutral","100"
"43698","cs","1","positive","241"
"33675","cs","0","neutral","100"
"25447","cs","1","positive","107"
"31201","cs","0","neutral","100"
"39837","cs","1","positive","100"
"37360","cs","0","neutral","100"
"65715","cs","0","neutral","100"
"43114","cs","0","neutral","425"
"46501","cs","0","neutral","100"
"24585","cs","0","neutral","100"
"60094","cs","1","positive","270"
"60576","cs","1","positive","100"
"51040","cs","1","positive","118"
"54549","cs","-1","negative","100"
"66954","cs","1","positive","265"
"43749","cs","-1","negative","100"
"8951","cs","0","neutral","100"
"45382","cs","-1","negative","100"
"54241","cs","0","neutral","100"
"20319","cs","-1","negative","100"
"21388","cs","-1","negative","215"
"47184","cs","0","neutral","100"
"13341","cs","0","neutral","100"
"16873","cs","1","positive","100"
"24415","cs","1","positive","100"
"66165","cs","0","neutral","100"
"7190","cs","1","positive","100"
"3767","cs","0","neutral","100"
"4716","cs","-1","negative","128"
"17587","cs","0","neutral","100"
"25168","cs","0","neutral","100"
"49539","cs","-1","negative","314"
"37086","cs","1","positive","100"
"10428","cs","1","positive","100"
"35351","cs","1","positive","100"
"4289","cs","0","neutral","152"
"46022","cs","0","neutral","100"
"736","cs","0","neutral","100"
"48928","cs","0","neutral","100"
"44888","cs","0","neutral","181"
"53715","cs","0","neutral","159"
"45609","cs","-1","negative","313"
"39149","cs","1","positive","100"
"66972","cs","0","neutral","274"
"45984","cs","-1","negative","100"
"52427","cs","1","positive","110"
"9100","cs","0","neutral","100"
"35881","cs","1","positive","101"
"21876","cs","0","neutral","100"
"69117","cs","1","positive","100"
"1822","cs","1","positive","116"
"25465","cs","1","positive","149"
"61419","cs","0","neutral","100"
"9386","cs","0","neutral","100"
"46785","cs","1","positive","100"
"59223","cs","1","positive","491"
"1101","cs","1","positive","100"
"27994","cs","0","neutral","216"
"41995","cs","0","neutral","130"
"20161","cs","1","positive","120"
"14786","cs","1","positive","222"
"41687","cs","0","neutral","116"
"64130","cs","1","positive","100"
"58333","cs","1","positive","210"
"596","cs","0","neutral","100"
"60416","cs","1","positive","165"
"41338","cs","0","neutral","100"
"13658","cs","1","positive","100"
"22971","cs","0","neutral","100"
"33293","cs","-1","negative","248"
"11813","cs","1","positive","254"
"50592","cs","1","positive","271"
"54977","cs","1","positive","142"
"49","cs","1","positive","100"
"6017","cs","0","neutral","100"
"27974","cs","0","neutral","108"
"58810","cs","-1","negative","158"
"24244","cs","1","positive","100"
"50071","cs","0","neutral","100"
"43216","cs","0","neutral","100"
"44044","cs","0","neutral","100"
"67464","cs","1","positive","103"
"53644","cs","1","positive","177"
"32289","cs","0","neutral","100"
"57418","cs","1","positive","157"
"35333","cs","1","positive","100"
"3072","cs","1","positive","100"
"46449","cs","0","neutral","275"
"62128","cs","0","neutral","100"
"7604","cs","0","neutral","100"
"70110","cs","0","neutral","100"
"27374","cs","0","neutral","100"
"18746","cs","0","neutral","100"
"18110","cs","0","neutral","100"
"13182","cs","0","neutral","100"
"26901","cs","0","neutral","100"
"68674","cs","1","positive","100"
"2423","cs","0","neutral","100"
"43705","cs","1","positive","100"
"2545","cs","1","positive","100"
"40524","cs","1","positive","435"
"58323","cs","-1","negative","100"
"26198","cs","0","neutral","100"
"48591","cs","-1","negative","100"
"31898","cs","1","positive","167"
"17911","cs","0","neutral","100"
"46807","cs","0","neutral","122"
"16784","cs","0","neutral","100"
"60894","cs","1","positive","100"
"5650","cs","1","positive","122"
"15623","cs","1","positive","100"
"39609","cs","1","positive","125"
"62881","cs","1","positive","320"
"45980","cs","1","positive","261"
"21762","cs","0","neutral","100"
"2018","cs","-1","negative","100"
"24164","cs","0","neutral","100"
"70337","cs","-1","negative","100"
"36486","cs","1","positive","162"
"12674","cs","0","neutral","100"
"11340","cs","1","positive","137"
"57132","cs","1","positive","100"
"7548","cs","1","positive","100"
"64687","cs","0","neutral","100"
"30272","cs","1","positive","100"
"5647","cs","0","neutral","100"
"32806","cs","1","positive","100"
"56466","cs","1","positive","142"
"35112","cs","0","neutral","100"
"56208","cs","0","neutral","100"
"55915","cs","0","neutral","226"
"24632","cs","1","positive","453"
"13514","cs","0","neutral","100"
"38428","cs","1","positive","100"
"9388","cs","1","positive","100"
"31200","cs","0","neutral","100"
"47468","cs","0","neutral","149"
"33375","cs","0","neutral","100"
"23353","cs","0","neutral","100"
"61561","cs","1","positive","109"
"62157","cs","1","positive","100"
"47216","cs","1","positive","100"
"17642","cs","1","positive","100"
"43012","cs","1","positive","100"
"29748","cs","1","positive","229"
"2770","cs","1","positive","100"
"62127","cs","1","positive","100"
"12966","cs","1","positive","100"
"21397","cs","0","neutral","100"
"7485","cs","0","neutral","100"
"49145","cs","1","positive","100"
"21199","cs","-1","negative","111"
"52707","cs","1","positive","164"
"25106","cs","1","positive","152"
"36261","cs","0","neutral","100"
"33340","cs","1","positive","100"
"13443","cs","0","neutral","100"
"22385","cs","0","neutral","100"
"19776","cs","0","neutral","100"
"52808","cs","1","positive","100"
"60383","cs","1","positive","100"
"42702","cs","0","neutral","100"
"55332","cs","1","positive","100"
"12476","cs","0","neutral","100"
"55792","cs","1","positive","127"
"14105","cs","1","positive","100"
"42253","cs","0","neutral","100"
"51805","cs","0","neutral","100"
"50571","cs","1","positive","169"
"56273","cs","0","neutral","100"
"42926","cs","-1","negative","210"
"63658","cs","0","neutral","100"
"32089","cs","0","neutral","100"
"10559","cs","1","positive","100"
"44497","cs","0","neutral","151"
"66778","cs","1","positive","469"
"29730","cs","-1","negative","251"
"57701","cs","0","neutral","100"
"29892","cs","1","positive","100"
"65755","cs","0","neutral","100"
"59395","cs","0","neutral","100"
"16325","cs","0","neutral","100"
"5891","cs","1","positive","146"
"4267","cs","0","neutral","100"
"67338","cs","1","positive","100"
"51971","cs","1","positive","210"
"34826","cs","1","positive","100"
"6495","cs","0","neutral","100"
"35840","cs","0","neutral","166"
"30610","cs","0","neutral","100"
"5491","cs","0","neutral","100"
"30420","cs","0","neutral","100"
"9606","cs","0","neutral","100"
"43171","cs","0","neutral","100"
"16419","cs","1","positive","100"
"27806","cs","0","neutral","100"
"1394","cs","0","neutral","100"
"6090","cs","1","positive","100"
"51153","cs","0","neutral","100"
"44377","cs","0","neutral","100"
"4525","cs","0","neutral","100"
"20682","cs","0","neutral","100"
"14834","cs","0","neutral","100"
"12481","cs","0","neutral","100"
"661","cs","1","positive","403"
"11625","cs","0","neutral","100"
"38289","cs","1","positive","100"
"34593","cs","0","neutral","100"
"31756","cs","0","neutral","107"
"53180","cs","0","neutral","147"
"4553","cs","0","neutral","100"
"40910","cs","0","neutral","100"
"4873","cs","0","neutral","100"
"66988","cs","1","positive","100"
"30543","cs","-1","negative","205"
"38863","cs","1","positive","100"
"45683","cs","-1","negative","100"
"12026","cs","0","neutral","100"
"47626","cs","0","neutral","100"
"20998","cs","0","neutral","100"
"54008","cs","-1","negative","125"
"69249","cs","0","neutral","100"
"69832","cs","0","neutral","100"
"35003","cs","0","neutral","100"
"47383","cs","1","positive","100"
"48030","cs","1","positive","100"
"20249","cs","0","neutral","100"
"62335","cs","0","neutral","100"
"58748","cs","0","neutral","135"
"25887","cs","1","positive","100"
"12223","cs","0","neutral","100"
"55531","cs","0","neutral","146"
"66038","cs","1","positive","100"
"10069","cs","1","positive","168"
"17709","cs","0","neutral","100"
"54174","cs","0","neutral","100"
"58163","cs","1","positive","100"
"4531","cs","0","neutral","100"
"14402","cs","0","neutral","100"
"69418","cs","0","neutral","100"
"66219","cs","1","positive","831"
"62982","cs","-1","negative","100"
"433","cs","1","positive","100"
"27324","cs","0","neutral","100"
"41008","cs","0","neutral","100"
"53773","cs","0","neutral","100"
"43834","cs","1","positive","100"
"61267","cs","0","neutral","100"
"4875","cs","0","neutral","108"
"15127","cs","1","positive","247"
"5921","cs","1","positive","100"
"35911","cs","1","positive","100"
"6360","cs","0","neutral","100"
"67999","cs","0","neutral","100"
"6055","cs","1","positive","181"
"22110","cs","0","neutral","100"
"56130","cs","0","neutral","100"
"67721","cs","0","neutral","100"
"3030","cs","1","positive","100"
"24302","cs","0","neutral","100"
"35067","cs","1","positive","100"
"3810","cs","0","neutral","100"
"22437","cs","-1","negative","100"
"2104","cs","0","neutral","100"
"48649","cs","0","neutral","100"
"15452","cs","0","neutral","100"
"49324","cs","0","neutral","100"
"52505","cs","0","neutral","1147"
"40954","cs","1","positive","100"
"56734","cs","0","neutral","100"
"70211","cs","0","neutral","100"
"60324","cs","1","positive","101"
"60605","cs","1","positive","100"
"69671","cs","-1","negative","100"
"51395","cs","1","positive","100"
"88","cs","0","neutral","133"
"45710","cs","1","positive","207"
"65331","cs","0","neutral","100"
"37233","cs","0","neutral","100"
"1287","cs","1","positive","156"
"2092","cs","0","neutral","100"
"58201","cs","0","neutral","100"
"32143","cs","1","positive","100"
"12687","cs","0","neutral","100"
"26376","cs","0","neutral","100"
"12704","cs","0","neutral","100"
"69783","cs","-1","negative","215"
"61815","cs","0","neutral","100"
"40554","cs","0","neutral","100"
"8076","cs","0","neutral","170"
